source_id,bp_rp,target_class,period
4048947102520098304,1.209236,CEP,16.2196574894994
4049318050260697984,1.586301,CEP,48.2520912763553
4049507372422229888,1.410636,CEP,15.1689233121556
4050192093279220736,1.454579,CEP,3.52042442981039
4050309195613114624,1.108183,CEP,7.59538701754304
4050329875830986752,1.628161,CEP,12.1700461440343
4051086168033980544,1.339293,CEP,16.7705343756264
4051542190480156672,1.436955,CEP,40.5756974065834
4052133899533889408,1.006158,CEP,1.72482560932632
4052689157266932736,1.372404,CEP,1.8438878371387
4052774575604865152,1.784106,CEP,28.1715004667651
4054440301294394624,1.291147,CEP,4.52772963247478
4054525650875166464,3.501831,CEP,12.1062480476215
4054575949223340288,4.46592,CEP,49.9677439906405
4054740090000104064,3.422684,CEP,10.9280502875224
4054962874233545088,3.619491,CEP,5.94330461777168
4056559296402394368,2.480696,CEP,10.9022396329476
4057606787380343808,3.811495,CEP,15.2527955580794
4057701830728920064,1.097953,CEP,7.01211243294917
4058723174070783360,1.827011,CEP,1.23880544613507
4058983277246135936,2.656608,CEP,10.2211516805726
4060381581163584896,2.690011,CEP,35.2732046892525
4060754379934213760,3.746478,CEP,9.17124202555403
4060898660862301056,3.509134,CEP,14.7021300375402
4062250540386015488,1.757017,CEP,31.7116047906707
4062297888106853888,1.490534,CEP,3.85616470713133
4062964948064669056,1.87659,CEP,8.11601750626224
4063021852156352384,2.011856,CEP,38.2806770919643
4063252028038362496,0.976743,CEP,1.51374655598364
4063826557167149440,2.937652,CEP,5.74826348064301
4064657543138360960,1.587411,CEP,12.9826915193642
4068898810519269248,2.041472,CEP,22.5419869736267
4069645924308096512,2.733575,CEP,15.4024269709997
4069887786823732608,2.999289,CEP,42.6863249911497
4070642734685646464,2.854585,CEP,16.7809003346643
4072966007081949568,1.285817,CEP,7.31386137116971
4073177525625434624,1.328373,CEP,10.8648498608263
4075345968697930624,1.222807,CEP,42.8163240865902
4076363528037529600,1.113697,CEP,1.53329606881369
4077106561752384384,1.508572,CEP,18.1381338345967
4077190566946727808,1.454066,CEP,13.4700564888129
4077588418358577024,1.150903,CEP,1.71490624294516
4077588452718318080,1.125772,CEP,1.69069810232525
4077746232628589568,1.525438,CEP,29.6114730805168
4077901439957549568,1.500892,CEP,5.4171712102869
4080122796947250176,1.251757,CEP,5.15386019479298
4085507620804499328,1.136046,CEP,41.3003709719947
4085983537561699584,1.466086,CEP,16.2126890135401
4089525717386434048,1.84412,CEP,14.4036623214385
4089589175451581952,1.600903,CEP,18.8479069533118
4089762829569987712,1.493308,CEP,1.45762907280672
4093976334264606976,1.900085,CEP,6.17907463324
4094007532908816896,2.594121,CEP,13.5646017980262
4094098826707138048,3.320627,CEP,24.4085589679341
4094784475310672128,1.77924,CEP,21.8474782019129
4095410608484389504,3.483485,CEP,13.9852536058429
4095782655730995968,2.390604,CEP,7.2887554207572
4096107909387492992,1.16597,CEP,5.77342723824618
4096140001386430080,2.017714,CEP,6.56867818587437
4096341040228858240,2.016841,CEP,9.76195781373865
4096776962251069312,1.428578,CEP,1.32517919087137
4097241677618247040,3.836761,CEP,12.518316148426
4099189015819292800,1.313139,CEP,9.55772956457999
4100278455704428032,1.514748,CEP,8.74150522416321
4102602827621060864,1.41383,CEP,1.3946350951672
4103125576704569344,2.371063,CEP,14.1795503702679
4103564728516764032,1.717134,CEP,11.0411726628072
4103767240452681728,2.048198,CEP,15.0533229395686
4103989346187406464,1.803013,CEP,5.5447697529726
4104857784196182400,1.663447,CEP,4.19836199744416
4104869264724284544,2.354671,CEP,14.7466980618804
4104870913991712640,2.758014,CEP,8.81942527797399
4105221348922429440,1.956087,CEP,21.0569013868223
4105348686135299200,2.226675,CEP,12.7444234075162
4109399557488476160,1.890437,CEP,36.5180371225382
4109863487068447360,2.419726,CEP,13.7701520034878
4111218875639075712,1.797653,CEP,13.820703833197
4111834567779557376,1.167566,CEP,4.06767305206961
4111880369315900032,1.147237,CEP,25.0149760800969
4112037938717865600,1.583756,CEP,56.1756734700816
4112312369954849024,0.907802,CEP,1.24218828834019
4113644634448907648,1.22035,CEP,13.460081753672
4114671479583152512,2.064794,CEP,36.3858408783034
4116399185948808192,2.345564,CEP,29.6070843520111
4116708531074256768,1.941959,CEP,9.34390486976202
4117307863590649600,1.82133,CEP,14.8580692867515
4117692525282062848,2.184977,CEP,28.1046514179615
4118215171249473664,2.290144,CEP,35.1847951010678
4118261900486964096,2.565269,CEP,14.6881358976331
4122080469938117760,1.675388,CEP,2.86250987810066
4122383415422201088,1.540866,CEP,21.1553596608637
